Year,Month,Province,PM2.5
2021,Mar,ลำพูน,62.0
2021,Mar,ตาก,69.0
2021,Mar,อุตรดิตถ์,53.333333333333336
2021,Mar,สุโขทัย,79.0
2021,Mar,พิจิตร,49.0
2021,Mar,เพชรบูรณ์,51.0
2021,Mar,กำแพงเพชร,58.0
2021,Mar,ขอนแก่น,51.0
2021,Mar,นครราชสีมา,46.0
2021,Mar,นครพนม,49.0
2021,Mar,เลย,56.0
2021,Mar,หนองคาย,51.0
2021,Mar,อุบลราชธานี,87.0
2021,Mar,สกลนคร,34.666666666666664
2021,Mar,อุดรธานี,41.0
2021,Mar,บุรีรัมย์,39.0
2021,Mar,มุกดาหาร,50.0
2021,Mar,บึงกาฬ,37.0
2021,Mar,กาฬสินธุ์,55.0
2021,Mar,ชัยภูมิ,36.0
2021,Mar,ยโสธร,48.0
2021,Mar,อำนาจเจริญ,41.0
2021,Mar,สุรินทร์,37.0
2021,Mar,ศรีสะเกษ,41.0
2021,Mar,ร้อยเอ็ด,41.57794871794872
2021,Mar,มหาสารคาม,41.57794871794872
2021,Mar,หนองบัวลำภู,41.57794871794872
2021,Mar,ฉะเชิงเทรา,32.0
2021,Mar,ชลบุรี,19.666666666666668
2021,Mar,ตราด,20.0
2021,Mar,ระยอง,20.6
2021,Mar,สระแก้ว,28.0
2021,Mar,ปราจีนบุรี,36.0
2021,Mar,จันทบุรี,25.5
2021,Mar,นครนายก,28.0
2021,Mar,กาญจนบุรี,26.0
2021,Mar,ราชบุรี,31.0
2021,Mar,สุพรรณบุรี,34.0
2021,Mar,ประจวบคีรีขันธ์,30.0
2021,Mar,เพชรบุรี,41.57794871794872
2021,Mar,นราธิวาส,17.0
2021,Mar,นครศรีธรรมราช,18.0
2021,Mar,ภูเก็ต,23.0
2021,Mar,ยะลา,13.5
2021,Mar,สงขลา,15.0
2021,Mar,สุราษฎร์ธานี,26.0
2021,Mar,สตูล,13.0
2021,Mar,ตรัง,14.666666666666666
2021,Mar,ชุมพร,41.57794871794872
2021,Mar,กระบี่,41.57794871794872
2021,Mar,พัทลุง,41.57794871794872
2021,Mar,ปัตตานี,41.57794871794872
2021,Mar,ระนอง,41.57794871794872
2021,Mar,พังงา,41.57794871794872
2021,Apr,กรุงเทพมหานคร,21.416666666666668
2021,Apr,นนทบุรี,16.5
2021,Apr,ปทุมธานี,21.0
2021,Apr,สมุทรปราการ,22.4
2021,Apr,สมุทรสาคร,22.0
2021,Apr,นครปฐม,17.0
2021,Apr,พระนครศรีอยุธยา,21.0
2021,Apr,สระบุรี,24.0
2021,Apr,ลพบุรี,45.0
2021,Apr,สิงห์บุรี,41.0
2021,Apr,อ่างทอง,38.42352662721893
2021,Apr,ชัยนาท,38.42352662721893
2021,Apr,สมุทรสงคราม,9.0
2021,Apr,นครสวรรค์,25.0
2021,Apr,อุทัยธานี,55.5
2021,Apr,เชียงราย,62.5
2021,Apr,เชียงใหม่,36.0
2021,Apr,น่าน,30.0
2021,Apr,พะเยา,31.0
2021,Apr,พิษณุโลก,25.0
2021,Apr,แพร่,28.0
2021,Apr,แม่ฮ่องสอน,50.0
2021,Apr,ลำปาง,27.5
2021,Apr,ลำพูน,27.0
2021,Apr,ตาก,22.0
2021,Apr,อุตรดิตถ์,57.333333333333336
2021,Apr,สุโขทัย,59.0
2021,Apr,พิจิตร,52.5
2021,Apr,เพชรบูรณ์,49.0
2021,Apr,กำแพงเพชร,59.5
2021,Apr,ขอนแก่น,31.0
2021,Apr,นครราชสีมา,24.0
2021,Apr,นครพนม,31.0
2021,Apr,เลย,49.75
2021,Apr,หนองคาย,10.0
2021,Apr,อุบลราชธานี,33.0
2021,Apr,สกลนคร,38.333333333333336
2021,Apr,อุดรธานี,45.0
2021,Apr,บุรีรัมย์,29.5
2021,Apr,มุกดาหาร,51.5
2021,Apr,บึงกาฬ,58.0
2021,Apr,กาฬสินธุ์,65.0
2021,Apr,ชัยภูมิ,41.0
2021,Apr,ยโสธร,50.0
2021,Apr,อำนาจเจริญ,50.0
2021,Apr,สุรินทร์,31.0
2021,Apr,ศรีสะเกษ,36.0
2021,Apr,ร้อยเอ็ด,38.42352662721893
2021,Apr,มหาสารคาม,38.42352662721893
2021,Apr,หนองบัวลำภู,38.42352662721893
2021,Apr,ฉะเชิงเทรา,20.0
2021,Apr,ชลบุรี,16.333333333333332
2021,Apr,ตราด,12.0
2021,Apr,ระยอง,15.8
2021,Apr,สระแก้ว,11.0
2021,Apr,ปราจีนบุรี,23.0
2021,Apr,จันทบุรี,22.0
2021,Apr,นครนายก,29.0
2021,Apr,กาญจนบุรี,11.0
2021,Apr,ราชบุรี,18.0
2021,Apr,สุพรรณบุรี,22.0
2021,Apr,ประจวบคีรีขันธ์,32.0
2021,Apr,เพชรบุรี,38.42352662721893
2021,Apr,นราธิวาส,13.0
2021,Apr,นครศรีธรรมราช,12.0
2021,Apr,ภูเก็ต,17.0
2021,Apr,ยะลา,12.5
2021,Apr,สงขลา,18.0
2021,Apr,สุราษฎร์ธานี,20.0
2021,Apr,สตูล,11.0
2021,Apr,ตรัง,17.0
2021,Apr,ชุมพร,38.42352662721893
2021,Apr,กระบี่,38.42352662721893
2021,Apr,พัทลุง,38.42352662721893
2021,Apr,ปัตตานี,38.42352662721893
2021,Apr,ระนอง,38.42352662721893
2021,Apr,พังงา,38.42352662721893
2021,May,กรุงเทพมหานคร,15.916666666666666
2021,May,นนทบุรี,10.5
2021,May,ปทุมธานี,15.0
2021,May,สมุทรปราการ,17.2
2021,May,สมุทรสาคร,17.5
2021,May,นครปฐม,11.0
2021,May,พระนครศรีอยุธยา,13.0
2021,May,สระบุรี,18.5
2021,May,ลพบุรี,24.0
2021,May,สิงห์บุรี,23.0
2021,May,อ่างทอง,19.42876923076923
2021,May,ชัยนาท,19.42876923076923
2021,May,สมุทรสงคราม,7.0
2021,May,นครสวรรค์,19.0
2021,May,อุทัยธานี,26.0
2021,May,เชียงราย,21.0
2021,May,เชียงใหม่,18.5
2021,May,น่าน,18.0
2021,May,พะเยา,15.0
2021,May,พิษณุโลก,13.0
2021,May,แพร่,19.0
2021,May,แม่ฮ่องสอน,13.0
2021,May,ลำปาง,14.25
2021,May,ลำพูน,13.0
2021,May,ตาก,13.0
2021,May,อุตรดิตถ์,25.33333333333333
2021,May,สุโขทัย,23.5
2021,May,พิจิตร,21.5
2021,May,เพชรบูรณ์,25.0
2021,May,กำแพงเพชร,22.5
2021,May,ขอนแก่น,25.0
2021,May,นครราชสีมา,17.0
2021,May,นครพนม,20.0
2021,May,เลย,20.0
2021,May,หนองคาย,5.0
2021,May,อุบลราชธานี,20.0
2021,May,สกลนคร,18.0
2021,May,อุดรธานี,20.0
2021,May,บุรีรัมย์,17.0
2021,May,มุกดาหาร,32.5
2021,May,บึงกาฬ,24.0
2021,May,กาฬสินธุ์,29.0
2021,May,ชัยภูมิ,18.0
2021,May,ยโสธร,22.0
2021,May,อำนาจเจริญ,25.0
2021,May,สุรินทร์,17.0
2021,May,ศรีสะเกษ,23.0
2021,May,ร้อยเอ็ด,19.42876923076923
2021,May,มหาสารคาม,19.42876923076923
2021,May,หนองบัวลำภู,19.42876923076923
2021,May,ฉะเชิงเทรา,17.0
2021,May,ชลบุรี,12.666666666666666
2021,May,ตราด,9.0
2021,May,ระยอง,12.0
2021,May,สระแก้ว,7.0
2021,May,ปราจีนบุรี,19.0
2021,May,จันทบุรี,15.0
2021,May,นครนายก,19.0
2021,May,กาญจนบุรี,9.0
2021,May,ราชบุรี,13.0
2021,May,สุพรรณบุรี,11.0
2021,May,ประจวบคีรีขันธ์,17.5
2021,May,เพชรบุรี,19.42876923076923
2021,May,นราธิวาส,10.0
2021,May,นครศรีธรรมราช,12.0
2021,May,ภูเก็ต,15.0
2021,May,ยะลา,11.0
2021,May,สงขลา,16.0
2021,May,สุราษฎร์ธานี,20.0
2021,May,สตูล,9.0
2021,May,ตรัง,11.333333333333334
2021,May,ชุมพร,19.42876923076923
2021,May,กระบี่,19.42876923076923
2021,May,พัทลุง,19.42876923076923
2021,May,ปัตตานี,19.42876923076923
2021,May,ระนอง,19.42876923076923
2021,May,พังงา,19.42876923076923
2021,Jun,กรุงเทพมหานคร,14.666666666666666
2021,Jun,นนทบุรี,9.0
2021,Jun,ปทุมธานี,12.0
2021,Jun,สมุทรปราการ,15.6
2021,Jun,สมุทรสาคร,16.5
2021,Jun,นครปฐม,11.0
2021,Jun,พระนครศรีอยุธยา,11.0
2021,Jun,สระบุรี,14.0
2021,Jun,ลพบุรี,13.5
2021,Jun,สิงห์บุรี,11.0
2021,Jun,อ่างทอง,11.659692307692309
2021,Jun,ชัยนาท,11.659692307692309
2021,Jun,สมุทรสงคราม,8.0
2021,Jun,นครสวรรค์,14.0
2021,Jun,อุทัยธานี,13.0
2021,Jun,เชียงราย,11.0
2021,Jun,เชียงใหม่,13.5
2021,Jun,น่าน,11.0
2021,Jun,พะเยา,11.0
2021,Jun,พิษณุโลก,10.0
2021,Jun,แพร่,12.0
2021,Jun,แม่ฮ่องสอน,7.0
2021,Jun,ลำปาง,10.5
2021,Jun,ลำพูน,9.0
2021,Jun,ตาก,8.0
2021,Jun,อุตรดิตถ์,12.0
2021,Jun,สุโขทัย,7.333333333333333
2021,Jun,พิจิตร,9.0
2021,Jun,เพชรบูรณ์,12.5
2021,Jun,กำแพงเพชร,8.5
2021,Jun,ขอนแก่น,19.0
2021,Jun,นครราชสีมา,15.0
2021,Jun,นครพนม,12.0
2021,Jun,เลย,9.0
2021,Jun,หนองคาย,7.0
2021,Jun,อุบลราชธานี,12.0
2021,Jun,สกลนคร,10.0
2021,Jun,อุดรธานี,9.0
2021,Jun,บุรีรัมย์,8.0
2021,Jun,มุกดาหาร,20.5
2021,Jun,บึงกาฬ,11.0
2021,Jun,กาฬสินธุ์,17.0
2021,Jun,ชัยภูมิ,11.0
2021,Jun,ยโสธร,15.0
2021,Jun,อำนาจเจริญ,11.0
2021,Jun,สุรินทร์,8.0
2021,Jun,ศรีสะเกษ,8.0
2021,Jun,ร้อยเอ็ด,11.659692307692309
2021,Jun,มหาสารคาม,11.659692307692309
2021,Jun,หนองบัวลำภู,11.659692307692309
2021,Jun,ฉะเชิงเทรา,14.0
2021,Jun,ชลบุรี,10.333333333333334
2021,Jun,ตราด,8.0
2021,Jun,ระยอง,10.6
2021,Jun,สระแก้ว,9.0
2021,Jun,ปราจีนบุรี,18.0
2021,Jun,จันทบุรี,9.5
2021,Jun,นครนายก,12.0
2021,Jun,กาญจนบุรี,10.0
2021,Jun,ราชบุรี,11.0
2021,Jun,สุพรรณบุรี,8.0
2021,Jun,ประจวบคีรีขันธ์,11.0
2021,Jun,เพชรบุรี,11.659692307692309
2021,Jun,นราธิวาส,12.0
2021,Jun,นครศรีธรรมราช,13.0
2021,Jun,ภูเก็ต,14.0
2021,Jun,ยะลา,12.0
2021,Jun,สงขลา,20.0
2021,Jun,สุราษฎร์ธานี,20.0
2021,Jun,สตูล,11.0
2021,Jun,ตรัง,11.0
2021,Jun,ชุมพร,11.659692307692309
2021,Jun,กระบี่,11.659692307692309
2021,Jun,พัทลุง,11.659692307692309
2021,Jun,ปัตตานี,11.659692307692309
2021,Jun,ระนอง,11.659692307692309
2021,Jun,พังงา,11.659692307692309
2021,Jul,กรุงเทพมหานคร,12.416666666666666
2021,Jul,นนทบุรี,7.0
2021,Jul,ปทุมธานี,11.0
2021,Jul,สมุทรปราการ,13.2
2021,Jul,สมุทรสาคร,13.5
2021,Jul,นครปฐม,9.0
2021,Jul,พระนครศรีอยุธยา,9.0
2021,Jul,สระบุรี,12.0
2021,Jul,ลพบุรี,12.333333333333334
2021,Jul,สิงห์บุรี,12.0
2021,Jul,อ่างทอง,10.675179487179488
2021,Jul,ชัยนาท,10.675179487179488
2021,Jul,สมุทรสงคราม,6.0
2021,Jul,นครสวรรค์,12.0
2021,Jul,อุทัยธานี,13.333333333333334
2021,Jul,เชียงราย,8.5
2021,Jul,เชียงใหม่,11.0
2021,Jul,น่าน,9.5
2021,Jul,พะเยา,8.0
2021,Jul,พิษณุโลก,9.0
2021,Jul,แพร่,9.0
2021,Jul,แม่ฮ่องสอน,5.0
2021,Jul,ลำปาง,8.0
2021,Jul,ลำพูน,7.0
2021,Jul,ตาก,6.0
2021,Jul,อุตรดิตถ์,9.0
2021,Jul,สุโขทัย,8.0
2021,Jul,พิจิตร,9.666666666666666
2021,Jul,เพชรบูรณ์,11.666666666666666
2021,Jul,กำแพงเพชร,8.0
2021,Jul,ขอนแก่น,16.0
2021,Jul,นครราชสีมา,13.0
2021,Jul,นครพนม,10.0
2021,Jul,เลย,6.0
2021,Jul,หนองคาย,7.0
2021,Jul,อุบลราชธานี,12.0
2021,Jul,สกลนคร,8.0
2021,Jul,อุดรธานี,7.0
2021,Jul,บุรีรัมย์,7.333333333333333
2021,Jul,มุกดาหาร,12.666666666666666
2021,Jul,บึงกาฬ,9.0
2021,Jul,กาฬสินธุ์,16.0
2021,Jul,ชัยภูมิ,9.0
2021,Jul,ยโสธร,9.0
2021,Jul,อำนาจเจริญ,7.0
2021,Jul,สุรินทร์,7.0
2021,Jul,ศรีสะเกษ,7.0
2021,Jul,ร้อยเอ็ด,10.675179487179488
2021,Jul,มหาสารคาม,10.675179487179488
2021,Jul,หนองบัวลำภู,10.675179487179488
2021,Jul,ฉะเชิงเทรา,12.0
2021,Jul,ชลบุรี,8.666666666666666
2021,Jul,ตราด,7.0
2021,Jul,ระยอง,9.0
2021,Jul,สระแก้ว,8.0
2021,Jul,ปราจีนบุรี,15.0
2021,Jul,จันทบุรี,8.666666666666666
2021,Jul,นครนายก,12.0
2021,Jul,กาญจนบุรี,5.0
2021,Jul,ราชบุรี,9.0
2021,Jul,สุพรรณบุรี,7.0
2021,Jul,ประจวบคีรีขันธ์,9.333333333333334
2021,Jul,เพชรบุรี,10.675179487179488
2021,Jul,นราธิวาส,14.0
2021,Jul,นครศรีธรรมราช,11.0
2021,Jul,ภูเก็ต,14.0
2021,Jul,ยะลา,14.5
2021,Jul,สงขลา,19.0
2021,Jul,สุราษฎร์ธานี,14.0
2021,Jul,สตูล,17.0
2021,Jul,ตรัง,11.0
2021,Jul,ชุมพร,10.675179487179488
2021,Jul,กระบี่,10.675179487179488
2021,Jul,พัทลุง,10.675179487179488
2021,Jul,ปัตตานี,10.675179487179488
2021,Jul,ระนอง,10.675179487179488
2021,Jul,พังงา,10.675179487179488
2021,Aug,กรุงเทพมหานคร,12.333333333333334
2021,Aug,นนทบุรี,7.5
2021,Aug,ปทุมธานี,12.0
2021,Aug,สมุทรปราการ,13.0
2021,Aug,สมุทรสาคร,14.0
2021,Aug,นครปฐม,10.0
2021,Aug,พระนครศรีอยุธยา,11.0
2021,Aug,สระบุรี,15.0
2021,Aug,ลพบุรี,15.0
2021,Aug,สิงห์บุรี,13.0
2021,Aug,อ่างทอง,11.643538461538462
2021,Aug,ชัยนาท,11.643538461538462
2021,Aug,สมุทรสงคราม,7.0
2021,Aug,นครสวรรค์,16.0
2021,Aug,อุทัยธานี,13.333333333333334
2021,Aug,เชียงราย,9.5
2021,Aug,เชียงใหม่,12.0
2021,Aug,น่าน,14.0
2021,Aug,พะเยา,9.0
2021,Aug,พิษณุโลก,15.0
2021,Aug,แพร่,11.0
2021,Aug,แม่ฮ่องสอน,5.0
2021,Aug,ลำปาง,9.0
2021,Aug,ลำพูน,9.0
2021,Aug,ตาก,7.0
2021,Aug,อุตรดิตถ์,13.0
2021,Aug,สุโขทัย,9.0
2021,Aug,พิจิตร,11.0
2021,Aug,เพชรบูรณ์,12.333333333333334
2021,Aug,กำแพงเพชร,9.0
2021,Aug,ขอนแก่น,18.0
2021,Aug,นครราชสีมา,15.0
2021,Aug,นครพนม,12.0
2021,Aug,เลย,9.0
2021,Aug,หนองคาย,8.0
2021,Aug,อุบลราชธานี,12.0
2021,Aug,สกลนคร,11.0
2021,Aug,อุดรธานี,10.0
2021,Aug,บุรีรัมย์,8.333333333333334
2021,Aug,มุกดาหาร,15.333333333333334
2021,Aug,บึงกาฬ,9.0
2021,Aug,กาฬสินธุ์,18.0
2021,Aug,ชัยภูมิ,11.0
2021,Aug,ยโสธร,13.0
2021,Aug,อำนาจเจริญ,15.0
2021,Aug,สุรินทร์,7.0
2021,Aug,ศรีสะเกษ,8.0
2021,Aug,ร้อยเอ็ด,11.643538461538462
2021,Aug,มหาสารคาม,11.643538461538462
2021,Aug,หนองบัวลำภู,11.643538461538462
2021,Aug,ฉะเชิงเทรา,13.0
2021,Aug,ชลบุรี,9.666666666666666
2021,Aug,ตราด,9.0
2021,Aug,ระยอง,9.0
2021,Aug,สระแก้ว,8.0
2021,Aug,ปราจีนบุรี,16.0
2021,Aug,จันทบุรี,8.333333333333334
2021,Aug,นครนายก,12.0
2021,Aug,กาญจนบุรี,7.0
2021,Aug,ราชบุรี,10.0
2021,Aug,สุพรรณบุรี,12.0
2021,Aug,ประจวบคีรีขันธ์,9.666666666666666
2021,Aug,เพชรบุรี,11.643538461538462
2021,Aug,นราธิวาส,10.0
2021,Aug,นครศรีธรรมราช,11.0
2021,Aug,ภูเก็ต,13.0
2021,Aug,ยะลา,10.5
2021,Aug,สงขลา,15.0
2021,Aug,สุราษฎร์ธานี,13.0
2021,Aug,สตูล,13.0
2021,Aug,ตรัง,9.0
2021,Aug,ชุมพร,11.643538461538462
2021,Aug,กระบี่,11.643538461538462
2021,Aug,พัทลุง,11.643538461538462
2021,Aug,ปัตตานี,11.643538461538462
2021,Aug,ระนอง,11.643538461538462
2021,Aug,พังงา,11.643538461538462
2021,Sep,กรุงเทพมหานคร,14.5
2021,Sep,นนทบุรี,9.5
2021,Sep,ปทุมธานี,14.0
2021,Sep,สมุทรปราการ,15.4
2021,Sep,สมุทรสาคร,15.5
2021,Sep,นครปฐม,12.0
2021,Sep,พระนครศรีอยุธยา,10.0
2021,Sep,สระบุรี,15.0
2021,Sep,ลพบุรี,14.333333333333334
2021,Sep,สิงห์บุรี,16.0
2021,Sep,อ่างทอง,11.182065268065267
2021,Sep,ชัยนาท,11.182065268065267
2021,Sep,สมุทรสงคราม,6.0
2021,Sep,นครสวรรค์,13.0
2021,Sep,อุทัยธานี,12.666666666666666
2021,Sep,เชียงราย,9.0
2021,Sep,เชียงใหม่,10.5
2021,Sep,น่าน,10.0
2021,Sep,พะเยา,8.0
2021,Sep,พิษณุโลก,6.0
2021,Sep,แพร่,8.0
2021,Sep,แม่ฮ่องสอน,5.0
2021,Sep,ลำปาง,7.5
2021,Sep,ลำพูน,7.0
2021,Sep,ตาก,7.0
2021,Sep,อุตรดิตถ์,9.0
2021,Sep,สุโขทัย,7.333333333333333
2021,Sep,พิจิตร,8.666666666666666
2021,Sep,เพชรบูรณ์,10.333333333333334
2021,Sep,กำแพงเพชร,7.333333333333333
2021,Sep,ขอนแก่น,16.0
2021,Sep,นครราชสีมา,13.0
2021,Sep,นครพนม,8.0
2021,Sep,เลย,5.0
2021,Sep,หนองคาย,8.0
2021,Sep,อุบลราชธานี,10.0
2021,Sep,สกลนคร,6.0
2021,Sep,อุดรธานี,6.0
2021,Sep,บุรีรัมย์,7.0
2021,Sep,มุกดาหาร,13.0
2021,Sep,บึงกาฬ,10.0
2021,Sep,กาฬสินธุ์,15.0
2021,Sep,ชัยภูมิ,13.0
2021,Sep,ยโสธร,15.0
2021,Sep,อำนาจเจริญ,13.0
2021,Sep,สุรินทร์,8.0
2021,Sep,ศรีสะเกษ,7.0
2021,Sep,ร้อยเอ็ด,11.182065268065267
2021,Sep,มหาสารคาม,11.182065268065267
2021,Sep,หนองบัวลำภู,11.182065268065267
2021,Sep,ฉะเชิงเทรา,12.0
2021,Sep,ชลบุรี,9.666666666666666
2021,Sep,ตราด,9.0
2021,Sep,ระยอง,10.0
2021,Sep,สระแก้ว,7.0
2021,Sep,ปราจีนบุรี,15.0
2021,Sep,จันทบุรี,8.0
2021,Sep,นครนายก,13.0
2021,Sep,กาญจนบุรี,6.0
2021,Sep,ราชบุรี,10.0
2021,Sep,สุพรรณบุรี,7.0
2021,Sep,ประจวบคีรีขันธ์,9.333333333333334
2021,Sep,เพชรบุรี,11.182065268065267
2021,Sep,นราธิวาส,11.0
2021,Sep,นครศรีธรรมราช,13.0
2021,Sep,ภูเก็ต,14.0
2021,Sep,ยะลา,11.5
2021,Sep,สงขลา,17.0
2021,Sep,สุราษฎร์ธานี,14.0
2021,Sep,สตูล,13.0
2021,Sep,ตรัง,9.0
2021,Sep,ชุมพร,11.182065268065267
2021,Sep,กระบี่,11.182065268065267
2021,Sep,พัทลุง,11.182065268065267
2021,Sep,ปัตตานี,11.182065268065267
2021,Sep,ระนอง,11.182065268065267
2021,Sep,พังงา,11.182065268065267
2021,Oct,กรุงเทพมหานคร,17.583333333333332
2021,Oct,นนทบุรี,13.0
2021,Oct,ปทุมธานี,16.0
2021,Oct,สมุทรปราการ,18.8
2021,Oct,สมุทรสาคร,19.5
2021,Oct,นครปฐม,15.0
2021,Oct,พระนครศรีอยุธยา,12.0
2021,Oct,สระบุรี,17.0
2021,Oct,ลพบุรี,20.333333333333332
2021,Oct,สิงห์บุรี,18.5
2021,Oct,อ่างทอง,15.50441958041958
2021,Oct,ชัยนาท,15.50441958041958
2021,Oct,สมุทรสงคราม,10.0
2021,Oct,นครสวรรค์,13.0
2021,Oct,อุทัยธานี,19.333333333333332
2021,Oct,เชียงราย,11.5
2021,Oct,เชียงใหม่,12.0
2021,Oct,น่าน,10.5
2021,Oct,พะเยา,11.0
2021,Oct,พิษณุโลก,10.0
2021,Oct,แพร่,11.0
2021,Oct,แม่ฮ่องสอน,9.0
2021,Oct,ลำปาง,9.5
2021,Oct,ลำพูน,11.0
2021,Oct,ตาก,9.0
2021,Oct,อุตรดิตถ์,11.0
2021,Oct,สุโขทัย,13.0
2021,Oct,พิจิตร,13.666666666666666
2021,Oct,เพชรบูรณ์,15.666666666666666
2021,Oct,กำแพงเพชร,12.0
2021,Oct,ขอนแก่น,20.0
2021,Oct,นครราชสีมา,16.0
2021,Oct,นครพนม,12.0
2021,Oct,เลย,9.0
2021,Oct,หนองคาย,7.0
2021,Oct,อุบลราชธานี,11.0
2021,Oct,สกลนคร,11.0
2021,Oct,อุดรธานี,11.0
2021,Oct,บุรีรัมย์,14.333333333333334
2021,Oct,มุกดาหาร,19.333333333333332
2021,Oct,บึงกาฬ,12.0
2021,Oct,กาฬสินธุ์,25.0
2021,Oct,ชัยภูมิ,19.0
2021,Oct,ยโสธร,17.5
2021,Oct,อำนาจเจริญ,20.0
2021,Oct,สุรินทร์,15.0
2021,Oct,ศรีสะเกษ,14.0
2021,Oct,ร้อยเอ็ด,15.50441958041958
2021,Oct,มหาสารคาม,15.50441958041958
2021,Oct,หนองบัวลำภู,15.50441958041958
2021,Oct,ฉะเชิงเทรา,16.0
2021,Oct,ชลบุรี,12.666666666666666
2021,Oct,ตราด,10.0
2021,Oct,ระยอง,14.2
2021,Oct,สระแก้ว,9.0
2021,Oct,ปราจีนบุรี,17.0
2021,Oct,จันทบุรี,12.0
2021,Oct,นครนายก,14.0
2021,Oct,กาญจนบุรี,9.0
2021,Oct,ราชบุรี,15.0
2021,Oct,สุพรรณบุรี,11.0
2021,Oct,ประจวบคีรีขันธ์,16.0
2021,Oct,เพชรบุรี,15.50441958041958
2021,Oct,นราธิวาส,10.0
2021,Oct,นครศรีธรรมราช,10.0
2021,Oct,ภูเก็ต,15.0
2021,Oct,ยะลา,11.0
2021,Oct,สงขลา,16.0
2021,Oct,สุราษฎร์ธานี,15.0
2021,Oct,สตูล,14.0
2021,Oct,ตรัง,9.0
2021,Oct,ชุมพร,15.50441958041958
2021,Oct,กระบี่,15.50441958041958
2021,Oct,พัทลุง,15.50441958041958
2021,Oct,ปัตตานี,15.50441958041958
2021,Oct,ระนอง,15.50441958041958
2021,Oct,พังงา,15.50441958041958
2021,Nov,กรุงเทพมหานคร,23.33333333333333
2021,Nov,นนทบุรี,18.0
2021,Nov,ปทุมธานี,20.0
2021,Nov,สมุทรปราการ,23.8
2021,Nov,สมุทรสาคร,29.0
2021,Nov,นครปฐม,25.0
2021,Nov,พระนครศรีอยุธยา,19.0
2021,Nov,สระบุรี,26.0
2021,Nov,ลพบุรี,23.333333333333332
2021,Nov,สิงห์บุรี,26.0
2021,Nov,อ่างทอง,19.794564102564102
2021,Nov,ชัยนาท,19.794564102564102
2021,Nov,สมุทรสงคราม,19.0
2021,Nov,นครสวรรค์,22.0
2021,Nov,อุทัยธานี,27.333333333333332
2021,Nov,เชียงราย,14.0
2021,Nov,เชียงใหม่,17.0
2021,Nov,น่าน,14.0
2021,Nov,พะเยา,16.0
2021,Nov,พิษณุโลก,20.0
2021,Nov,แพร่,19.0
2021,Nov,แม่ฮ่องสอน,13.0
2021,Nov,ลำปาง,14.25
2021,Nov,ลำพูน,18.0
2021,Nov,ตาก,16.0
2021,Nov,อุตรดิตถ์,19.0
2021,Nov,สุโขทัย,24.0
2021,Nov,พิจิตร,25.0
2021,Nov,เพชรบูรณ์,22.333333333333332
2021,Nov,กำแพงเพชร,18.666666666666668
2021,Nov,ขอนแก่น,26.0
2021,Nov,นครราชสีมา,21.0
2021,Nov,นครพนม,20.0
2021,Nov,เลย,14.0
2021,Nov,หนองคาย,6.0
2021,Nov,อุบลราชธานี,15.0
2021,Nov,สกลนคร,19.0
2021,Nov,อุดรธานี,16.0
2021,Nov,บุรีรัมย์,14.333333333333334
2021,Nov,มุกดาหาร,19.666666666666668
2021,Nov,บึงกาฬ,14.5
2021,Nov,กาฬสินธุ์,29.0
2021,Nov,ชัยภูมิ,21.0
2021,Nov,ยโสธร,23.5
2021,Nov,อำนาจเจริญ,18.5
2021,Nov,สุรินทร์,17.0
2021,Nov,ศรีสะเกษ,13.0
2021,Nov,ร้อยเอ็ด,19.794564102564102
2021,Nov,มหาสารคาม,19.794564102564102
2021,Nov,หนองบัวลำภู,19.794564102564102
2021,Nov,ฉะเชิงเทรา,19.0
2021,Nov,ชลบุรี,17.0
2021,Nov,ตราด,13.0
2021,Nov,ระยอง,17.6
2021,Nov,สระแก้ว,14.0
2021,Nov,ปราจีนบุรี,21.0
2021,Nov,จันทบุรี,13.666666666666666
2021,Nov,นครนายก,15.5
2021,Nov,กาญจนบุรี,13.0
2021,Nov,ราชบุรี,25.0
2021,Nov,สุพรรณบุรี,22.0
2021,Nov,ประจวบคีรีขันธ์,23.666666666666668
2021,Nov,เพชรบุรี,19.794564102564102
2021,Nov,นราธิวาส,9.0
2021,Nov,นครศรีธรรมราช,8.0
2021,Nov,ภูเก็ต,10.0
2021,Nov,ยะลา,9.5
2021,Nov,สงขลา,12.0
2021,Nov,สุราษฎร์ธานี,9.0
2021,Nov,สตูล,7.0
2021,Nov,ตรัง,7.0
2021,Nov,ชุมพร,19.794564102564102
2021,Nov,กระบี่,19.794564102564102
2021,Nov,พัทลุง,19.794564102564102
2021,Nov,ปัตตานี,19.794564102564102
2021,Nov,ระนอง,19.794564102564102
2021,Nov,พังงา,19.794564102564102
2021,Dec,กรุงเทพมหานคร,34.916666666666664
2021,Dec,นนทบุรี,30.5
2021,Dec,ปทุมธานี,32.0
2021,Dec,สมุทรปราการ,36.2
2021,Dec,สมุทรสาคร,42.0
2021,Dec,นครปฐม,38.0
2021,Dec,พระนครศรีอยุธยา,28.0
2021,Dec,สระบุรี,34.0
2021,Dec,ลพบุรี,27.666666666666668
2021,Dec,สิงห์บุรี,35.0
2021,Dec,อ่างทอง,25.621179487179486
2021,Dec,ชัยนาท,25.621179487179486
2021,Dec,สมุทรสงคราม,37.0
2021,Dec,นครสวรรค์,34.0
2021,Dec,อุทัยธานี,35.0
2021,Dec,เชียงราย,28.0
2021,Dec,เชียงใหม่,26.0
